pt1_cam1_U,pt1_cam1_V
3793.684160,1432.970469
3793.720000,1433.080000
3793.260000,1433.150000
3792.260000,1433.170000
3791.410000,1433.370000
3790.060000,1433.190000
3789.110000,1433.200000
3788.370000,1433.130000
3787.420000,1432.980000
3787.030000,1432.980000
3786.270000,1432.730000
3785.800000,1432.660000
3784.980000,1432.700000
3784.040000,1432.510000
3783.000000,1432.260000
3782.110000,1432.260000
3781.190000,1432.100000
3780.260000,1432.400000
3779.350000,1432.770000
3778.360000,1432.920000
3777.530000,1432.970000
3776.950000,1433.020000
3776.010000,1433.190000
3775.020000,1433.040000
3774.020000,1432.930000
3773.050000,1432.920000
3771.970000,1432.760000
3770.910000,1432.730000
3769.880000,1432.550000
3768.730000,1432.200000
3767.810000,1432.400000
3766.650000,1432.340000
3765.480000,1432.400000
3764.010000,1432.530000
3762.930000,1432.720000
3761.860000,1432.850000
3760.780000,1432.760000
3759.580000,1432.700000
3757.920000,1432.520000
3756.180000,1432.040000
3754.480000,1432.190000
3753.180000,1432.100000
3751.810000,1432.070000
3750.040000,1432.280000
3748.160000,1432.220000
3746.340000,1432.540000
3744.960000,1432.890000
3743.060000,1432.970000
3741.250000,1433.310000
3739.470000,1433.570000
3737.930000,1433.720000
3736.010000,1433.490000
3734.010000,1432.920000
3732.040000,1432.630000
3730.080000,1432.380000
3727.950000,1432.250000
3726.020000,1432.410000
3723.990000,1432.650000
3721.810000,1432.960000
3719.810000,1433.060000
3717.580000,1433.270000
3715.070000,1433.620000
3712.980000,1433.940000
3710.830000,1434.100000
3708.710000,1433.980000
3706.590000,1433.700000
3704.130000,1433.310000
3702.000000,1432.970000
3699.810000,1432.850000
3697.750000,1432.670000
3695.490000,1432.140000
3692.880000,1432.300000
3690.170000,1432.320000
3687.440000,1432.590000
3685.220000,1433.170000
3682.910000,1433.810000
3680.580000,1434.240000
3677.930000,1434.780000
3675.040000,1434.900000
3672.330000,1435.070000
3669.920000,1434.950000
3667.040000,1434.750000
3664.230000,1434.370000
3661.300000,1433.800000
3658.540000,1433.340000
3656.000000,1433.110000
3653.050000,1432.960000
3650.150000,1432.870000
3647.070000,1432.910000
3644.200000,1433.180000
3641.090000,1433.360000
3638.060000,1433.820000
3635.160000,1433.990000
3632.010000,1434.080000
3628.960000,1434.310000
3625.930000,1434.420000
3622.810000,1434.320000
3619.860000,1434.020000
3616.750000,1433.870000
3613.540000,1433.820000
3610.170000,1433.480000
3607.060000,1433.030000
3604.100000,1433.070000
3601.040000,1432.870000
3597.920000,1432.940000
3594.970000,1432.930000
3591.740000,1432.880000
3588.620000,1433.180000
3584.940000,1433.280000
3581.190000,1433.370000
3578.000000,1433.520000
3575.000000,1433.940000
3571.790000,1434.120000
3568.740000,1433.990000
3565.470000,1433.960000
3561.900000,1434.070000
3558.150000,1433.980000
3554.520000,1433.980000
3551.330000,1433.800000
3547.990000,1433.710000
3544.660000,1433.700000
3540.750000,1433.520000
3536.820000,1433.090000
3533.110000,1433.020000
3529.180000,1432.850000
3525.290000,1432.920000
3521.390000,1432.880000
3517.510000,1432.880000
3513.960000,1432.930000
3509.960000,1432.920000
3505.910000,1433.150000
3502.130000,1433.220000
3498.050000,1433.230000
3494.160000,1433.450000
3490.130000,1433.710000
3486.080000,1433.780000
3482.260000,1433.740000
3478.270000,1433.670000
3474.310000,1433.750000
3470.260000,1433.660000
3466.160000,1433.590000
3462.280000,1433.480000
3458.150000,1433.050000
3454.180000,1433.070000
3450.190000,1432.940000
3446.150000,1432.850000
3442.250000,1432.890000
3438.220000,1432.840000
3434.210000,1432.980000
3430.230000,1432.900000
3426.070000,1432.810000
3422.160000,1432.990000
3418.050000,1433.010000
3413.960000,1433.220000
3409.990000,1433.190000
3405.920000,1433.180000
3401.830000,1433.360000
3397.830000,1433.290000
3393.740000,1433.200000
3389.720000,1433.220000
3385.550000,1432.990000
3380.910000,1433.000000
3376.460000,1432.870000
3372.040000,1432.770000
3367.960000,1432.740000
3363.780000,1432.570000
3359.500000,1432.390000
3354.930000,1432.410000
3350.260000,1432.500000
3346.130000,1433.050000
3341.900000,1433.080000
3337.690000,1433.160000
3333.140000,1433.110000
3328.910000,1433.040000
3324.740000,1433.080000
3320.480000,1432.880000
3315.790000,1432.710000
3311.190000,1432.520000
3306.940000,1431.990000
3302.610000,1431.920000
3297.880000,1431.740000
3293.080000,1431.690000
3288.360000,1431.820000
3283.980000,1431.820000
3279.680000,1432.020000
3274.910000,1432.000000
3270.140000,1432.070000
3265.390000,1432.210000
3261.070000,1432.280000
3256.720000,1432.410000
3251.940000,1432.800000
3247.100000,1432.760000
3242.250000,1432.850000
3237.380000,1432.760000
3232.840000,1432.650000
3228.040000,1432.590000
3223.080000,1432.310000
3218.100000,1432.150000
3213.130000,1431.990000
3208.180000,1431.980000
3203.290000,1432.100000
3198.290000,1432.070000
3193.260000,1432.170000
3188.270000,1432.160000
3183.240000,1432.110000
3178.250000,1432.270000
3173.150000,1432.280000
3168.030000,1432.250000
3163.080000,1432.200000
3157.990000,1432.080000
3152.790000,1432.140000
3147.700000,1432.040000
3142.400000,1431.910000
3136.870000,1431.830000
3131.110000,1431.680000
3125.590000,1431.660000
3120.340000,1431.560000
3115.080000,1431.210000
3110.010000,1431.330000
3104.780000,1431.370000
3099.660000,1431.660000
3094.560000,1431.980000
3088.760000,1432.030000
3083.000000,1432.220000
3077.240000,1432.120000
3071.530000,1432.100000
3066.300000,1431.990000
3061.020000,1431.800000
3055.810000,1431.810000
3050.620000,1431.590000
3044.790000,1431.030000
3039.100000,1431.010000
3033.310000,1431.020000
3028.080000,1431.240000
3022.880000,1431.260000
3017.670000,1431.480000
3011.930000,1432.110000
3006.210000,1432.660000
3000.950000,1432.840000
2995.770000,1432.750000
2990.460000,1432.640000
2984.730000,1432.730000
2978.890000,1432.480000
2973.010000,1432.000000
2967.260000,1431.820000
2961.370000,1431.610000
2956.030000,1431.140000
2950.620000,1431.080000
2944.660000,1431.030000
2938.840000,1431.150000
2933.020000,1431.130000
2927.170000,1431.350000
2921.150000,1431.950000
2915.250000,1432.060000
2909.630000,1432.080000
2904.210000,1431.890000
2898.900000,1431.840000
2893.600000,1431.710000
2887.740000,1431.500000
2881.810000,1431.130000
2875.820000,1430.950000
2869.820000,1430.920000
2864.000000,1430.870000
2858.110000,1430.830000
2852.160000,1431.010000
2846.120000,1431.040000
2840.160000,1431.170000
2834.280000,1431.210000
2828.300000,1431.330000
2822.330000,1431.380000
2816.370000,1431.220000
2810.370000,1431.230000
2804.400000,1431.180000
2798.280000,1431.040000
2792.240000,1431.110000
2786.200000,1431.050000
2780.100000,1430.940000
2774.100000,1431.050000
2767.910000,1431.070000
2761.840000,1431.170000
2755.890000,1431.140000
2749.800000,1431.070000
2743.830000,1431.240000
2737.690000,1431.230000
2731.570000,1431.240000
2725.030000,1431.170000
2718.930000,1431.050000
2712.780000,1431.130000
2706.710000,1430.980000
2700.540000,1430.870000
2693.990000,1430.920000
2687.860000,1430.740000
2681.630000,1430.830000
2674.930000,1430.780000
2668.200000,1430.740000
2661.730000,1430.850000
2655.390000,1430.750000
2649.130000,1430.830000
2642.970000,1430.770000
2636.810000,1430.810000
2630.650000,1430.920000
2623.910000,1430.930000
2617.080000,1431.010000
2610.360000,1430.920000
2604.150000,1430.800000
2597.890000,1430.860000
2591.740000,1430.770000
2585.530000,1430.500000
2578.670000,1430.170000
2571.910000,1430.060000
2565.060000,1430.070000
2558.260000,1429.980000
2551.370000,1430.020000
2545.040000,1430.140000
2538.960000,1430.040000
2532.750000,1430.180000
2526.650000,1430.250000
2520.230000,1430.210000
2513.490000,1430.590000
2506.680000,1430.990000
2499.720000,1431.090000
2493.090000,1431.070000
