Sparse format camera coordinates file
8378	2	34
3504	1	2089.307996
3704	1	2080.773540
3904	1	2067.971857
4104	1	2039.523672
4304	1	2015.342714
4504	1	1984.049711
4704	1	1945.644661
4904	1	1908.662020
5104	1	1861.722514
5304	1	1811.938190
5504	1	1756.464229
5704	1	1700.990268
5904	1	1636.981852
6104	1	1575.818254
6304	1	1504.697791
6504	1	1442.111783
6704	1	1349.655181
3504	2	776.344969
3704	2	776.344969
3904	2	774.782341
4104	2	773.219713
4304	2	774.782341
4504	2	773.219713
4704	2	773.219713
4904	2	774.782341
5104	2	774.782341
5304	2	773.219713
5504	2	774.782341
5704	2	774.782341
5904	2	777.907598
6104	2	776.344969
6304	2	774.782341
6504	2	771.657084
6704	2	774.782341
