Sparse format camera coordinates file
7931	2	56
1300	1	1821.895055
1500	1	1823.317464
1700	1	1823.317464
1900	1	1819.050237
2100	1	1816.205418
2300	1	1807.670963
2500	1	1799.136507
2700	1	1787.757233
2900	1	1774.955550
3100	1	1762.153866
3300	1	1747.929774
3500	1	1726.593635
3700	1	1706.679905
3900	1	1682.498948
4100	1	1659.740400
4300	1	1634.137033
4500	1	1611.378485
4700	1	1581.507891
4900	1	1557.326933
5100	1	1528.878748
5300	1	1500.430563
5500	1	1471.982378
5700	1	1444.956602
5900	1	1405.129143
6100	1	1375.258548
6300	1	1353.922409
6500	1	1328.319043
6700	1	1298.448448
1300	2	798.734086
1500	2	797.173511
1700	2	797.173511
1900	2	797.173511
2100	2	797.173511
2300	2	797.173511
2500	2	798.734086
2700	2	797.173511
2900	2	798.734086
3100	2	798.734086
3300	2	798.734086
3500	2	797.173511
3700	2	798.734086
3900	2	798.734086
4100	2	797.173511
4300	2	795.612936
4500	2	797.173511
4700	2	798.734086
4900	2	797.173511
5100	2	798.734086
5300	2	798.734086
5500	2	797.173511
5700	2	797.173511
5900	2	801.855236
6100	2	800.294661
6300	2	800.294661
6500	2	797.173511
6700	2	797.173511
