Sparse format camera coordinates file
7663	2	56
1500	1	1880.213835
1700	1	1873.101789
1900	1	1861.722514
2100	1	1848.920831
2300	1	1837.541557
2500	1	1823.317464
2700	1	1807.670963
2900	1	1793.446870
3100	1	1777.800368
3300	1	1762.153866
3500	1	1743.662546
3700	1	1727.336548
3900	1	1707.340034
4100	1	1691.553312
4300	1	1672.609246
4500	1	1652.612732
4700	1	1634.721114
4900	1	1617.881944
5100	1	1598.937878
5300	1	1578.941364
5500	1	1558.944849
5700	1	1541.053231
5900	1	1524.214062
6100	1	1502.112651
6300	1	1489.483274
6500	1	1469.486760
6700	1	1448.437797
6900	1	1435.808420
1500	2	793.533881
1700	2	791.971253
1900	2	795.096509
2100	2	795.096509
2300	2	795.096509
2500	2	793.533881
2700	2	793.533881
2900	2	795.096509
3100	2	793.533881
3300	2	796.659138
3500	2	793.533881
3700	2	793.570719
3900	2	793.570719
4100	2	793.570719
4300	2	794.726916
4500	2	795.883113
4700	2	793.570719
4900	2	794.726916
5100	2	795.883113
5300	2	795.883113
5500	2	793.570719
5700	2	794.726916
5900	2	797.039310
6100	2	798.195507
6300	2	795.883113
6500	2	795.883113
6700	2	797.039310
6900	2	797.039310
