pt1_cam1_U,pt1_cam1_V
3362.599242,1656.035738
3362.520000,1655.960000
3362.270000,1656.000000
3361.560000,1655.760000
3360.870000,1655.270000
3360.310000,1655.080000
3359.880000,1654.710000
3358.990000,1654.050000
3358.180000,1654.020000
3357.370000,1653.710000
3356.560000,1653.510000
3355.480000,1653.620000
3354.460000,1653.810000
3353.430000,1653.950000
3352.310000,1654.400000
3351.620000,1654.930000
3350.740000,1655.050000
3349.760000,1655.390000
3349.060000,1655.790000
3348.160000,1655.790000
3347.260000,1655.740000
3346.730000,1655.700000
3345.980000,1655.250000
3345.040000,1654.670000
3344.350000,1654.090000
3343.460000,1653.770000
3342.300000,1653.150000
3341.250000,1653.060000
3340.020000,1652.890000
3338.890000,1652.780000
3337.770000,1653.100000
3336.680000,1653.200000
3335.560000,1653.390000
3334.450000,1654.160000
3333.420000,1654.470000
3332.420000,1654.660000
3331.410000,1655.170000
3330.410000,1655.440000
3329.270000,1655.510000
3328.000000,1655.740000
3326.840000,1655.640000
3325.290000,1655.530000
3323.580000,1655.400000
3322.030000,1655.230000
3320.130000,1655.100000
3318.240000,1654.970000
3316.620000,1654.890000
3315.000000,1654.700000
3312.980000,1654.690000
3311.280000,1654.770000
3309.650000,1654.800000
3307.670000,1654.780000
3305.830000,1655.000000
3303.790000,1655.020000
3301.610000,1655.140000
3299.490000,1655.390000
3297.270000,1655.620000
3295.180000,1655.630000
3293.190000,1655.800000
3291.110000,1655.730000
3289.030000,1655.620000
3287.240000,1655.850000
3285.310000,1655.770000
3283.380000,1655.730000
3281.570000,1656.020000
3279.830000,1656.030000
3277.890000,1656.010000
3275.970000,1656.360000
3274.110000,1656.460000
3272.140000,1656.480000
3270.250000,1656.720000
3268.420000,1656.570000
3266.810000,1656.190000
3265.050000,1656.190000
3263.360000,1655.960000
3261.730000,1655.820000
3259.940000,1655.800000
3258.280000,1655.730000
3256.690000,1655.670000
3254.760000,1655.820000
3252.920000,1655.780000
3250.960000,1655.810000
3248.880000,1655.950000
3246.930000,1656.040000
3244.870000,1656.000000
3242.750000,1656.160000
3240.940000,1656.250000
3238.860000,1656.170000
3236.760000,1656.130000
3234.830000,1656.230000
3232.630000,1656.140000
3230.240000,1655.930000
3228.180000,1656.070000
3225.900000,1655.900000
3223.590000,1655.740000
3221.160000,1655.740000
3218.690000,1655.510000
3216.020000,1655.060000
3213.460000,1655.200000
3211.070000,1655.120000
3208.480000,1655.050000
3205.860000,1655.300000
3203.270000,1655.280000
3200.800000,1655.340000
3198.110000,1655.660000
3195.670000,1655.940000
3193.150000,1656.000000
3190.690000,1656.030000
3188.170000,1656.040000
3185.730000,1655.960000
3183.030000,1656.030000
3180.570000,1655.970000
3178.070000,1655.800000
3175.520000,1655.790000
3173.040000,1655.840000
3170.350000,1655.690000
3167.380000,1655.630000
3164.770000,1655.840000
3161.990000,1655.870000
3159.000000,1655.930000
3156.180000,1656.290000
3153.150000,1656.580000
3150.070000,1656.660000
3147.060000,1657.040000
3143.920000,1657.010000
3140.830000,1657.100000
3137.710000,1657.510000
3134.460000,1657.640000
3130.990000,1657.460000
3127.780000,1657.630000
3124.520000,1657.670000
3120.910000,1657.510000
3117.380000,1657.350000
3114.160000,1657.170000
3110.920000,1657.060000
3107.580000,1657.090000
3104.160000,1656.880000
3100.900000,1656.750000
3097.430000,1656.790000
3094.170000,1656.730000
3090.880000,1656.650000
3087.420000,1656.750000
3084.170000,1656.900000
3080.830000,1656.970000
3077.450000,1657.070000
3074.180000,1657.350000
3070.970000,1657.710000
3067.780000,1657.810000
3064.780000,1658.100000
3061.560000,1658.170000
3058.220000,1658.140000
3055.270000,1658.360000
3052.170000,1658.480000
3049.070000,1658.180000
3046.070000,1658.230000
3043.030000,1657.920000
3039.810000,1657.550000
3036.750000,1657.520000
3033.720000,1657.360000
3030.430000,1657.220000
3027.040000,1657.440000
3024.040000,1657.620000
3020.900000,1657.730000
3017.700000,1658.060000
3014.660000,1658.170000
3011.350000,1658.380000
3007.960000,1658.910000
3004.860000,1658.980000
3001.460000,1658.990000
2997.920000,1659.020000
2994.450000,1658.900000
2991.000000,1658.790000
2987.610000,1658.620000
2984.120000,1658.290000
2980.530000,1658.150000
2976.710000,1657.900000
2972.930000,1657.880000
2969.030000,1657.720000
2965.000000,1657.480000
2961.200000,1657.370000
2957.210000,1657.250000
2953.280000,1657.140000
2949.530000,1657.400000
2945.840000,1657.530000
2942.030000,1657.560000
2938.380000,1658.000000
2934.920000,1657.910000
2931.000000,1658.000000
2927.190000,1658.350000
2923.300000,1658.650000
2919.290000,1658.630000
2915.270000,1658.880000
2911.310000,1658.900000
2907.160000,1658.800000
2902.880000,1658.930000
2898.850000,1658.930000
2894.510000,1658.810000
2890.050000,1658.960000
2886.040000,1659.010000
2881.680000,1659.050000
2877.120000,1659.140000
2873.090000,1659.410000
2868.770000,1659.690000
2864.110000,1659.790000
2859.960000,1659.980000
2855.600000,1659.980000
2850.930000,1660.070000
2846.520000,1660.280000
2842.040000,1660.220000
2837.680000,1660.150000
2833.120000,1660.350000
2828.770000,1660.120000
2824.080000,1659.960000
2819.440000,1660.060000
2815.010000,1659.850000
2810.490000,1659.720000
2805.640000,1659.760000
