pt1_cam1_U,pt1_cam1_V
3427.214394,1637.432033
3426.910000,1636.750000
3426.450000,1636.210000
3425.940000,1635.650000
3425.190000,1634.960000
3424.730000,1634.400000
3424.050000,1634.150000
3423.560000,1633.950000
3422.910000,1634.140000
3422.130000,1634.270000
3421.380000,1634.580000
3420.950000,1635.080000
3420.160000,1635.750000
3419.440000,1636.030000
3418.740000,1636.060000
3417.820000,1636.390000
3416.940000,1636.820000
3415.840000,1636.790000
3414.660000,1636.790000
3413.230000,1636.400000
3411.760000,1636.060000
3410.030000,1635.740000
3408.240000,1634.970000
3406.630000,1634.510000
3405.240000,1634.250000
3403.720000,1634.150000
3401.970000,1633.890000
3400.110000,1633.950000
3398.530000,1634.240000
3396.980000,1634.450000
3395.080000,1635.200000
3393.110000,1635.840000
3391.160000,1636.220000
3389.300000,1636.950000
3387.300000,1637.380000
3385.200000,1637.710000
3383.210000,1637.800000
3381.240000,1637.640000
3379.410000,1637.290000
3377.570000,1636.760000
3375.700000,1636.260000
3373.770000,1635.760000
3371.840000,1635.010000
3369.830000,1634.370000
3367.790000,1634.160000
3365.670000,1634.200000
3363.400000,1634.240000
3360.950000,1634.410000
3358.850000,1635.000000
3356.530000,1635.300000
3354.040000,1635.990000
3351.950000,1636.640000
3349.580000,1637.000000
3347.170000,1637.220000
3344.850000,1637.210000
3342.470000,1637.320000
3339.940000,1637.230000
3337.100000,1637.040000
3334.370000,1636.720000
3331.650000,1636.100000
3328.840000,1636.020000
3325.790000,1635.620000
3322.540000,1635.130000
3319.160000,1635.000000
3316.190000,1635.010000
3313.100000,1635.110000
3309.850000,1635.180000
3306.860000,1635.680000
3303.820000,1636.150000
3300.650000,1636.690000
3297.570000,1636.960000
3294.160000,1637.140000
3290.980000,1637.290000
3287.800000,1637.310000
3284.390000,1637.430000
3281.040000,1637.490000
3277.670000,1637.160000
3273.990000,1636.900000
3270.300000,1636.500000
3266.850000,1636.010000
3263.170000,1635.800000
3259.680000,1635.700000
3255.910000,1635.820000
3252.280000,1635.650000
3248.730000,1635.780000
3244.930000,1636.010000
3241.060000,1636.160000
3237.210000,1636.620000
3233.260000,1637.080000
3229.190000,1637.650000
3225.350000,1638.010000
3221.280000,1638.120000
3217.120000,1638.540000
3212.920000,1638.890000
3208.720000,1638.800000
3204.480000,1638.840000
3199.970000,1638.730000
3195.810000,1638.710000
3191.450000,1638.270000
3186.860000,1637.850000
3182.250000,1637.360000
3177.960000,1637.150000
3173.490000,1637.180000
3168.760000,1637.090000
3164.170000,1637.130000
3159.560000,1637.310000
3154.800000,1637.450000
3149.790000,1638.120000
3144.820000,1638.620000
3139.870000,1638.850000
3134.870000,1639.020000
3130.020000,1639.170000
3125.200000,1639.350000
3120.370000,1639.690000
3115.550000,1639.680000
3110.810000,1639.690000
3105.870000,1639.430000
3100.910000,1639.040000
3095.950000,1638.790000
3091.000000,1638.710000
3086.100000,1638.810000
3081.280000,1638.850000
3076.140000,1639.040000
3070.890000,1639.050000
3065.940000,1639.190000
3061.010000,1639.510000
3055.940000,1639.940000
3050.790000,1640.190000
3045.770000,1640.150000
3040.580000,1640.180000
3035.230000,1640.450000
3030.000000,1640.700000
3024.980000,1640.800000
3019.630000,1640.750000
3014.010000,1640.660000
3008.590000,1640.730000
3003.150000,1640.680000
2997.860000,1640.630000
2992.390000,1640.480000
2986.650000,1640.340000
2981.190000,1640.530000
2975.780000,1640.710000
2970.050000,1640.830000
2964.290000,1640.870000
2958.660000,1640.790000
2952.900000,1640.880000
2947.050000,1640.930000
2941.080000,1641.060000
2935.050000,1641.030000
2929.060000,1641.000000
2923.210000,1641.000000
2917.270000,1640.940000
2911.180000,1641.080000
2905.150000,1641.050000
2899.010000,1641.040000
2893.020000,1641.160000
2886.900000,1641.120000
2880.660000,1641.550000
2874.130000,1641.790000
2867.830000,1641.950000
2861.330000,1642.080000
2854.960000,1642.020000
2848.610000,1642.310000
2842.110000,1642.620000
2835.680000,1642.620000
2829.040000,1642.790000
2822.390000,1642.790000
2816.000000,1642.850000
2809.620000,1642.750000
2802.710000,1642.830000
2796.010000,1642.950000
2789.090000,1642.890000
2782.190000,1643.010000
2775.340000,1643.000000
2768.500000,1642.990000
2761.980000,1643.130000
2754.930000,1643.170000
2747.960000,1643.460000
2740.960000,1643.840000
2733.870000,1643.960000
2727.060000,1644.070000
2719.940000,1644.400000
2712.680000,1644.790000
2705.300000,1644.730000
2697.910000,1644.920000
2690.980000,1644.800000
2683.780000,1644.640000
2676.650000,1644.290000
2669.630000,1644.140000
2662.310000,1643.900000
2654.820000,1644.010000
2647.150000,1643.900000
2639.860000,1643.970000
2632.120000,1643.990000
2624.510000,1644.050000
2617.200000,1644.390000
2609.910000,1644.780000
2602.440000,1644.960000
2594.940000,1645.030000
2587.130000,1645.080000
2579.780000,1645.340000
2572.460000,1645.540000
2565.080000,1645.600000
2557.870000,1645.510000
2550.430000,1645.120000
2542.810000,1645.080000
2534.920000,1645.160000
2527.080000,1645.220000
2519.310000,1645.430000
2511.960000,1645.670000
2504.530000,1645.880000
2496.600000,1645.900000
2488.600000,1646.200000
2481.100000,1646.290000
2473.060000,1646.470000
2465.310000,1646.910000
2457.650000,1647.030000
