pt1_cam1_U,pt1_cam1_V
3374.315007,1646.670419
3373.930000,1647.190000
3373.650000,1647.100000
3373.100000,1647.090000
3372.980000,1647.370000
3372.690000,1647.340000
3372.380000,1647.620000
3372.070000,1647.870000
3371.860000,1647.890000
3371.620000,1647.910000
3371.390000,1648.110000
3371.060000,1648.050000
3370.850000,1647.920000
3370.740000,1647.990000
3370.490000,1647.710000
3369.910000,1647.360000
3369.500000,1647.090000
3369.040000,1646.850000
3368.480000,1646.550000
3368.010000,1646.220000
3367.490000,1646.020000
3366.800000,1646.030000
3366.250000,1646.100000
3365.800000,1646.100000
3364.980000,1646.310000
3364.470000,1646.610000
3363.860000,1646.870000
3362.930000,1647.010000
3362.270000,1647.230000
3361.680000,1647.250000
3360.780000,1647.260000
3360.070000,1647.170000
3359.180000,1647.000000
3358.210000,1646.940000
3357.600000,1646.770000
3356.830000,1646.430000
3355.850000,1646.070000
3355.020000,1645.850000
3353.970000,1645.660000
3353.000000,1645.440000
3352.100000,1645.330000
3351.080000,1645.260000
3350.040000,1645.590000
3349.120000,1645.740000
3348.070000,1645.890000
3347.040000,1646.210000
3346.070000,1646.300000
3344.830000,1646.390000
3343.810000,1646.710000
3342.730000,1646.880000
3341.390000,1646.820000
3339.970000,1646.860000
3338.770000,1646.620000
3337.320000,1646.200000
3335.800000,1646.180000
3334.410000,1645.940000
3333.050000,1645.620000
3331.660000,1645.560000
3330.050000,1645.300000
3328.330000,1645.070000
3326.870000,1645.140000
3325.190000,1645.120000
3323.680000,1645.110000
3321.940000,1645.390000
3320.220000,1645.630000
3318.720000,1645.770000
3317.090000,1646.070000
3315.470000,1646.170000
3313.940000,1646.190000
3312.330000,1646.440000
3310.820000,1646.590000
3309.030000,1646.460000
3307.540000,1646.360000
3305.850000,1646.210000
3304.020000,1646.100000
3302.480000,1646.070000
3300.860000,1645.870000
3299.050000,1645.740000
3297.390000,1645.720000
3295.790000,1645.600000
3293.900000,1645.370000
3292.210000,1645.410000
3290.280000,1645.390000
3288.320000,1645.570000
3286.570000,1645.830000
3284.750000,1645.890000
3282.730000,1645.960000
3280.750000,1646.040000
3278.760000,1645.950000
3276.710000,1646.040000
3274.700000,1645.990000
3272.580000,1645.800000
3270.180000,1645.730000
3268.230000,1645.670000
3266.020000,1645.390000
3263.900000,1645.320000
3261.930000,1645.180000
3259.810000,1645.190000
3257.760000,1645.400000
3255.770000,1645.570000
3253.730000,1645.600000
3251.670000,1645.880000
3249.740000,1645.930000
3247.670000,1645.900000
3245.640000,1646.130000
3243.590000,1646.160000
3241.430000,1646.030000
3239.030000,1646.110000
3236.900000,1645.890000
3234.630000,1645.740000
3232.190000,1645.750000
3229.860000,1645.540000
3227.430000,1645.110000
3224.940000,1645.150000
3222.320000,1644.960000
3219.910000,1644.800000
3217.370000,1644.970000
3215.080000,1644.920000
3212.740000,1644.870000
3210.280000,1645.130000
3207.940000,1645.200000
3205.540000,1645.230000
3202.980000,1645.650000
3200.430000,1645.940000
3197.900000,1646.000000
3195.350000,1646.310000
3192.840000,1646.400000
3189.970000,1646.190000
3187.250000,1646.140000
3184.620000,1645.980000
3181.670000,1645.680000
3178.970000,1645.460000
3176.040000,1645.150000
3173.170000,1645.060000
3170.420000,1645.090000
3167.730000,1645.030000
3164.780000,1645.100000
3162.060000,1645.400000
3159.130000,1645.710000
3156.180000,1645.910000
3153.430000,1646.110000
3150.730000,1646.170000
3147.700000,1646.260000
3144.950000,1646.400000
3141.930000,1646.450000
3138.860000,1646.280000
3136.020000,1646.040000
3132.990000,1645.800000
3129.810000,1645.580000
3126.890000,1645.230000
3123.770000,1645.030000
3120.670000,1645.070000
3117.600000,1645.040000
3114.400000,1645.080000
3110.940000,1645.300000
3107.910000,1645.420000
3104.780000,1645.910000
3101.710000,1646.300000
3098.600000,1646.710000
3095.180000,1646.890000
3092.150000,1647.310000
3089.010000,1647.620000
3085.840000,1647.670000
3082.820000,1647.790000
3079.420000,1647.600000
3075.900000,1647.250000
3072.560000,1647.090000
3069.370000,1646.820000
3066.050000,1646.500000
3062.970000,1646.120000
3059.670000,1645.830000
3056.090000,1645.610000
3053.030000,1645.280000
3049.840000,1645.280000
3046.470000,1645.450000
3043.100000,1645.730000
3039.700000,1645.970000
3036.070000,1646.310000
3032.690000,1646.680000
3029.230000,1646.800000
3025.830000,1647.150000
3022.210000,1647.220000
3018.750000,1647.280000
3015.060000,1647.480000
