pt1_cam1_U,pt1_cam1_V
3517.666579,1644.318468
3517.670000,1643.980000
3517.020000,1644.110000
3516.300000,1644.130000
3515.430000,1644.240000
3514.510000,1644.600000
3513.600000,1644.880000
3512.340000,1644.930000
3511.160000,1645.130000
3510.190000,1645.180000
3509.110000,1645.180000
3508.020000,1645.230000
3506.930000,1645.040000
3506.060000,1645.060000
3505.110000,1644.910000
3504.020000,1644.780000
3503.010000,1644.760000
3501.930000,1644.680000
3500.820000,1644.570000
3499.530000,1644.300000
3497.830000,1644.160000
3496.120000,1644.010000
3494.700000,1644.100000
3493.340000,1644.170000
3491.870000,1644.310000
3490.220000,1644.310000
3488.680000,1644.230000
3486.830000,1644.750000
3485.030000,1645.030000
3482.950000,1645.050000
3481.040000,1645.360000
3479.110000,1645.810000
3477.060000,1645.890000
3475.000000,1646.040000
3472.980000,1645.850000
3470.850000,1645.800000
3468.690000,1645.550000
3466.570000,1645.050000
3464.250000,1645.180000
3461.920000,1644.890000
3459.650000,1644.890000
3457.190000,1645.030000
3454.840000,1645.100000
3452.120000,1645.020000
3449.440000,1645.110000
3447.170000,1645.160000
3444.850000,1645.270000
3442.390000,1645.350000
3439.880000,1645.220000
3437.080000,1645.460000
3434.370000,1645.740000
3431.960000,1645.700000
3429.490000,1645.860000
3427.210000,1645.950000
3424.580000,1646.010000
3422.030000,1646.070000
3419.410000,1645.870000
3417.040000,1646.150000
3414.610000,1646.160000
3411.770000,1645.930000
3409.090000,1646.010000
3406.170000,1645.910000
3403.130000,1645.920000
3400.360000,1645.960000
3397.850000,1645.870000
3394.660000,1646.040000
3391.750000,1645.960000
3388.650000,1645.900000
3385.590000,1646.110000
3382.490000,1646.150000
3379.000000,1646.250000
3375.810000,1646.620000
3372.430000,1646.830000
3368.790000,1646.840000
3365.200000,1646.970000
3361.840000,1647.110000
3357.950000,1647.060000
3354.190000,1646.950000
3350.450000,1647.020000
3346.940000,1647.210000
3343.150000,1646.910000
3339.160000,1646.870000
3335.350000,1646.860000
3331.700000,1646.740000
3327.720000,1646.790000
3323.860000,1646.790000
3319.860000,1646.710000
3315.810000,1646.990000
3311.650000,1647.110000
3307.510000,1647.010000
3303.310000,1647.150000
3299.220000,1647.300000
3295.050000,1647.440000
3291.060000,1647.910000
3286.930000,1648.090000
