pt1_cam1_U,pt1_cam1_V
3371.490632,1648.108552
3370.760000,1647.880000
3370.370000,1647.870000
3369.840000,1647.750000
3369.250000,1647.750000
3368.970000,1647.590000
3368.220000,1647.540000
3367.770000,1647.250000
3367.010000,1647.200000
3366.220000,1647.160000
3365.330000,1647.120000
3364.320000,1647.280000
3363.240000,1647.210000
3362.120000,1647.320000
3361.030000,1647.310000
3359.850000,1647.470000
3358.680000,1647.850000
3357.420000,1647.940000
3356.170000,1648.090000
3354.990000,1648.210000
3353.830000,1648.440000
3352.610000,1648.710000
3351.060000,1648.760000
3349.670000,1648.720000
3348.010000,1648.560000
3346.330000,1648.050000
3344.700000,1647.840000
3342.930000,1647.700000
3341.060000,1647.370000
3339.110000,1647.090000
3337.150000,1646.920000
3335.220000,1646.870000
3333.270000,1646.890000
3331.270000,1646.990000
3329.400000,1647.120000
3327.750000,1647.270000
3325.850000,1647.640000
3323.920000,1648.100000
3322.030000,1648.570000
3320.080000,1648.660000
3318.150000,1648.790000
3316.170000,1648.730000
3314.060000,1648.570000
3312.080000,1648.320000
3309.940000,1648.180000
3307.740000,1648.110000
3305.410000,1647.930000
3303.010000,1647.930000
3300.790000,1647.770000
3298.490000,1647.690000
3296.090000,1647.490000
3293.800000,1647.230000
3291.410000,1647.180000
3289.190000,1647.170000
3287.020000,1647.190000
3284.780000,1647.230000
3282.520000,1647.250000
3279.930000,1647.280000
3277.340000,1647.400000
3274.950000,1647.630000
3272.410000,1647.660000
3269.790000,1647.550000
3266.940000,1647.160000
3264.180000,1647.100000
3261.380000,1646.970000
3258.990000,1646.970000
3256.390000,1646.830000
3253.580000,1646.730000
3250.860000,1646.500000
3247.980000,1646.210000
3245.180000,1646.160000
3242.270000,1646.290000
3239.380000,1646.360000
3236.490000,1646.430000
3233.960000,1646.870000
3230.870000,1646.940000
3227.850000,1647.080000
3224.750000,1647.060000
3221.630000,1646.980000
3218.400000,1646.880000
3214.930000,1646.730000
3211.710000,1646.640000
3208.040000,1646.430000
3204.400000,1646.020000
3201.040000,1645.830000
3197.640000,1645.750000
3193.960000,1645.650000
3190.200000,1645.690000
3186.450000,1645.730000
3182.930000,1645.810000
3179.300000,1645.840000
3175.710000,1645.990000
3171.940000,1646.070000
3168.020000,1646.070000
3164.140000,1646.130000
3160.210000,1646.110000
3156.170000,1646.120000
3152.290000,1646.020000
3148.080000,1646.020000
3144.100000,1646.060000
3139.870000,1646.080000
3135.660000,1646.070000
3131.060000,1646.050000
3126.890000,1646.130000
3122.670000,1646.110000
3118.050000,1646.150000
3113.840000,1646.110000
3109.530000,1646.130000
3105.030000,1646.030000
3100.750000,1645.990000
3096.230000,1646.040000
3091.870000,1646.020000
3087.270000,1646.000000
3082.990000,1645.940000
3078.580000,1645.890000
3073.950000,1645.800000
3069.230000,1645.760000
3064.950000,1645.710000
3060.330000,1645.770000
3055.740000,1645.690000
3050.890000,1645.620000
3046.160000,1645.680000
3041.360000,1645.710000
3036.840000,1645.710000
3032.050000,1645.700000
3027.230000,1645.750000
3022.550000,1645.830000
3018.140000,1645.850000
3013.660000,1645.880000
3008.830000,1645.850000
3004.080000,1645.840000
2999.190000,1645.760000
2994.360000,1645.720000
2989.830000,1645.610000
2984.920000,1645.410000
2980.020000,1644.960000
2975.080000,1644.860000
2970.170000,1644.760000
2965.240000,1644.580000
2960.240000,1644.210000
2955.340000,1644.160000
2950.390000,1644.260000
2945.420000,1644.210000
2940.420000,1644.350000
2935.540000,1644.420000
2930.870000,1644.370000
2925.900000,1644.440000
2920.920000,1644.440000
2915.780000,1644.410000
2910.700000,1644.200000
2905.450000,1644.110000
2900.010000,1644.020000
2894.810000,1643.950000
2889.550000,1643.860000
2883.910000,1643.760000
2878.270000,1643.740000
2872.920000,1643.670000
2867.630000,1643.650000
2861.880000,1643.600000
2856.130000,1643.770000
2850.430000,1643.740000
2844.950000,1643.760000
2839.220000,1643.760000
2833.790000,1643.750000
2828.150000,1643.670000
2822.630000,1643.590000
2816.800000,1643.540000
2810.920000,1643.170000
2804.980000,1643.120000
2799.120000,1643.060000
2793.190000,1642.990000
2787.240000,1642.930000
2781.190000,1642.860000
2775.270000,1642.850000
2769.210000,1642.730000
2763.210000,1642.720000
2757.130000,1642.700000
2751.040000,1642.670000
2744.920000,1642.680000
2738.810000,1642.720000
2732.670000,1642.710000
2726.510000,1642.720000
2720.040000,1642.790000
2713.810000,1642.790000
2707.630000,1642.780000
2701.070000,1642.700000
2694.840000,1642.660000
2688.760000,1642.550000
2682.480000,1642.110000
2676.010000,1642.020000
2669.780000,1641.970000
2663.560000,1641.960000
2656.970000,1641.860000
2650.500000,1641.840000
2644.240000,1641.740000
2638.060000,1641.770000
2631.980000,1641.730000
2625.820000,1641.670000
2619.720000,1641.580000
2613.570000,1641.180000
2607.150000,1641.180000
2600.940000,1641.090000
2594.760000,1641.080000
2588.590000,1641.000000
2581.990000,1640.980000
2575.620000,1640.910000
2569.410000,1640.900000
2563.290000,1640.890000
2557.060000,1640.890000
2550.950000,1640.910000
2544.730000,1640.880000
2538.620000,1640.880000
2532.100000,1640.790000
2525.930000,1640.780000
2519.820000,1640.660000
2513.580000,1640.540000
2507.140000,1640.140000
2500.890000,1640.100000
2494.720000,1640.080000
2488.320000,1639.970000
2481.850000,1639.970000
2475.260000,1639.820000
2468.920000,1639.790000
2462.760000,1639.690000
2456.510000,1639.660000
2450.000000,1639.610000
2443.780000,1639.420000
2437.670000,1639.150000
2431.380000,1639.110000
2424.910000,1639.120000
2418.350000,1639.130000
2412.080000,1639.120000
2405.810000,1639.140000
2399.410000,1639.120000
2392.860000,1639.140000
2386.110000,1639.150000
2379.430000,1639.160000
2373.000000,1639.060000
2366.520000,1639.050000
2359.650000,1638.930000
2352.870000,1638.900000
2346.030000,1638.750000
2339.120000,1638.670000
2332.270000,1638.600000
2325.470000,1638.430000
2318.970000,1638.110000
2312.020000,1638.020000
2304.970000,1638.020000
2298.030000,1637.950000
2291.070000,1637.910000
2284.070000,1637.860000
2277.080000,1637.860000
2270.060000,1637.830000
2263.020000,1637.800000
2256.070000,1637.710000
2249.020000,1637.700000
2242.030000,1637.760000
2235.070000,1637.640000
2228.120000,1637.590000
2221.130000,1637.600000
2214.110000,1637.570000
2207.130000,1637.450000
2200.120000,1637.070000
2193.160000,1637.010000
2186.140000,1636.870000
2179.110000,1636.890000
2172.020000,1636.760000
2165.010000,1636.750000
2157.930000,1636.680000
2150.740000,1636.600000
2143.710000,1636.550000
2136.600000,1636.160000
2129.590000,1636.030000
2122.440000,1635.940000
2115.050000,1635.870000
2107.960000,1635.710000
2100.890000,1635.660000
2093.850000,1635.570000
2086.810000,1635.170000
2079.900000,1635.090000
2072.770000,1635.040000
2065.830000,1635.060000
2058.800000,1635.030000
2051.810000,1635.080000
2044.840000,1635.120000
2037.860000,1635.140000
2030.850000,1635.130000
2023.940000,1635.200000
2017.110000,1635.160000
2010.080000,1635.020000
2003.190000,1634.960000
1996.260000,1634.920000
1989.470000,1634.930000
1982.840000,1634.910000
1975.850000,1634.860000
1968.860000,1634.830000
1961.940000,1634.830000
1955.020000,1634.750000
1948.090000,1634.740000
1941.180000,1634.710000
1934.210000,1634.680000
1927.290000,1634.720000
1920.190000,1634.670000
1913.190000,1634.720000
1906.210000,1634.600000
1899.160000,1634.600000
1892.130000,1634.450000
1885.270000,1634.110000
1878.300000,1633.990000
1871.290000,1633.880000
1864.330000,1633.970000
1857.420000,1633.970000
1850.450000,1634.060000
1843.370000,1634.040000
1836.230000,1634.020000
1829.240000,1634.070000
1822.080000,1634.250000
1815.040000,1634.260000
1808.010000,1634.120000
1800.830000,1634.150000
1793.800000,1634.050000
1786.630000,1634.050000
1779.170000,1633.920000
1772.020000,1633.830000
1764.900000,1633.600000
1757.750000,1633.120000
1750.820000,1632.960000
1743.690000,1632.820000
1736.510000,1632.830000
1729.000000,1632.720000
1721.850000,1632.680000
1714.650000,1632.690000
1706.930000,1632.790000
1699.300000,1632.740000
1692.090000,1632.880000
1685.060000,1632.830000
1677.990000,1632.820000
1670.910000,1632.820000
1663.630000,1632.720000
1656.130000,1632.770000
1649.020000,1632.710000
1641.880000,1632.500000
1634.630000,1632.030000
1627.140000,1632.020000
1620.260000,1631.840000
1613.030000,1631.830000
1605.900000,1631.700000
1598.750000,1631.690000
1591.690000,1631.700000
1584.700000,1631.630000
1577.440000,1631.610000
1570.000000,1631.620000
1563.030000,1631.680000
1556.270000,1632.230000
1549.440000,1632.960000
1543.260000,1633.610000
1537.090000,1633.710000
1530.660000,1633.570000
1524.300000,1633.310000
1518.080000,1632.590000
